"missingExerciseId","missingExerciseName","candidateExerciseId","candidateExerciseName","confidence","reason","matchedBy","sourceImageUrls","wouldApply","applied","notes"
"84","Bulgarian split squat","872","Split Squat with Dumbbells","low","muscolo principale compatibile; categoria compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Split_Squat_with_Dumbbells/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Split_Squat_with_Dumbbells/1.jpg","false","false","primary ok; equipment no; category ok; movement no; score=0.4"
"86","Goblet squat talloni rialzati","2","Goblet squat","none","link in alternatives; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Goblet_Squat/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Goblet_Squat/1.jpg","false","false","primary ok; equipment ok; category ok; movement ok; score=0.7467"
"88","Spanish squat","878","Squats - With Bands","none","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","metadata","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Squats_-_With_Bands/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Squats_-_With_Bands/1.jpg","false","false","primary ok; equipment ok; category ok; movement no; score=0.5067"
"89","Reverse lunge","255","Bodyweight Squat","none","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","metadata","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bodyweight_Squat/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bodyweight_Squat/1.jpg","false","false","primary ok; equipment ok; category ok; movement no; score=0.4"
"90","Sissy squat assistito","990","Weighted Sissy Squat","low","muscolo principale compatibile; categoria compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Weighted_Sissy_Squat/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Weighted_Sissy_Squat/1.jpg","false","false","primary ok; equipment no; category ok; movement no; score=0.4"
"91","Romanian deadlift bilanciere","749","Romanian Deadlift","high","alias esplicito; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Romanian_Deadlift/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Romanian_Deadlift/1.jpg","true","true","primary ok; equipment ok; category ok; movement no; score=1"
"93","Leg curl seduto","786","Seated Leg Curl","high","alias esplicito; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Seated_Leg_Curl/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Seated_Leg_Curl/1.jpg","true","true","primary ok; equipment ok; category ok; movement no; score=1"
"94","Leg curl fitball","196","Ball Leg Curl","low","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Ball_Leg_Curl/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Ball_Leg_Curl/1.jpg","false","false","primary ok; equipment ok; category ok; movement no; score=0.56"
"97","Back extension glute focus","104","Single leg glute bridge","none","muscolo principale compatibile; categoria compatibile; movimento compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Single_Leg_Glute_Bridge/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Single_Leg_Glute_Bridge/1.jpg","false","false","primary ok; equipment no; category ok; movement ok; score=0.4057"
"98","Abductor machine","6","Hip thrust bilanciere","none","muscolo principale compatibile; categoria compatibile; movimento compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Barbell_Hip_Thrust/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Barbell_Hip_Thrust/1.jpg","false","false","primary ok; equipment no; category ok; movement ok; score=0.36"
"99","Cable kickback","653","One-Legged Cable Kickback","low","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/One-Legged_Cable_Kickback/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/One-Legged_Cable_Kickback/1.jpg","false","false","primary ok; equipment ok; category ok; movement no; score=0.56"
"100","Single leg Romanian deadlift","749","Romanian Deadlift","low","muscolo principale compatibile; categoria compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Romanian_Deadlift/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Romanian_Deadlift/1.jpg","false","false","primary ok; equipment no; category ok; movement no; score=0.4"
"101","Hip thrust macchina","6","Hip thrust bilanciere","low","link in alternatives; muscolo principale compatibile; categoria compatibile; movimento compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Barbell_Hip_Thrust/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Barbell_Hip_Thrust/1.jpg","false","false","primary ok; equipment no; category ok; movement ok; score=0.64"
"102","Frog pump","104","Single leg glute bridge","none","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile","metadata","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Single_Leg_Glute_Bridge/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Single_Leg_Glute_Bridge/1.jpg","false","false","primary ok; equipment ok; category ok; movement ok; score=0.52"
"103","Nordic curl assistito","92","Leg curl sdraiato","none","muscolo principale compatibile; categoria compatibile; movimento compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Lying_Leg_Curls/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Lying_Leg_Curls/1.jpg","false","false","primary ok; equipment no; category ok; movement ok; score=0.4133"
"105","Adductor machine","166","Adductor","low","muscolo principale compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Adductor/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Adductor/1.jpg","false","false","primary ok; equipment no; category no; movement no; score=0.32"
"106","Standing calf raise macchina","10","Standing calf raise","medium","link in alternatives; muscolo principale compatibile; categoria compatibile; movimento compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Standing_Calf_Raises/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Standing_Calf_Raises/1.jpg","false","false","primary ok; equipment no; category ok; movement ok; score=0.72"
"108","Calf press alla leg press","294","Calf Press On The Leg Press Machine","medium","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Calf_Press_On_The_Leg_Press_Machine/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Calf_Press_On_The_Leg_Press_Machine/1.jpg","true","true","primary ok; equipment ok; category ok; movement no; score=0.64; medium approvato manualmente"
"110","Single leg calf raise","10","Standing calf raise","low","link in alternatives; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Standing_Calf_Raises/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Standing_Calf_Raises/1.jpg","false","false","primary ok; equipment ok; category ok; movement ok; score=0.768"
"111","Curl bilanciere","205","Barbell Curl","high","alias esplicito; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Barbell_Curl/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Barbell_Curl/1.jpg","true","true","primary ok; equipment ok; category ok; movement no; score=1"
"113","Curl cavo","281","Cable Preacher Curl","medium","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Cable_Preacher_Curl/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Cable_Preacher_Curl/1.jpg","false","false","primary ok; equipment ok; category ok; movement no; score=0.6133"
"114","Curl panca Scott","595","Lying High Bench Barbell Curl","none","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Lying_High_Bench_Barbell_Curl/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Lying_High_Bench_Barbell_Curl/1.jpg","false","false","primary ok; equipment ok; category ok; movement no; score=0.5067"
"116","Preacher curl macchina","606","Machine Preacher Curls","high","alias esplicito; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Machine_Preacher_Curls/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Machine_Preacher_Curls/1.jpg","true","true","primary ok; equipment ok; category ok; movement no; score=1"
"117","Reverse curl","425","Finger Curls","none","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","metadata","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Finger_Curls/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Finger_Curls/1.jpg","false","false","primary ok; equipment ok; category ok; movement no; score=0.5067"
"118","Pushdown barra","737","Reverse Grip Triceps Pushdown","high","alias esplicito; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Reverse_Grip_Triceps_Pushdown/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Reverse_Grip_Triceps_Pushdown/1.jpg","true","true","primary ok; equipment ok; category ok; movement no; score=1"
"119","French press","121","Overhead cable extension","low","link in alternatives; muscolo principale compatibile; categoria compatibile; movimento compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Cable_Rope_Overhead_Triceps_Extension/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Cable_Rope_Overhead_Triceps_Extension/1.jpg","false","false","primary ok; equipment no; category ok; movement ok; score=0.608"
"120","Skull crusher","201","Band Skull Crusher","low","muscolo principale compatibile; categoria compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Band_Skull_Crusher/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Band_Skull_Crusher/1.jpg","false","false","primary ok; equipment no; category ok; movement no; score=0.4533"
"122","Dip panca","231","Bench Dips","high","slug simile; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bench_Dips/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bench_Dips/1.jpg","true","true","primary ok; equipment ok; category ok; movement no; score=0.84"
"123","Close grip bench press","328","Close-Grip Barbell Bench Press","medium","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Close-Grip_Barbell_Bench_Press/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Close-Grip_Barbell_Bench_Press/1.jpg","true","true","primary ok; equipment ok; category ok; movement no; score=0.656; medium approvato manualmente"
"124","Triceps machine","608","Machine Triceps Extension","medium","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Machine_Triceps_Extension/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Machine_Triceps_Extension/1.jpg","false","false","primary ok; equipment ok; category ok; movement no; score=0.6133"
"125","Pushdown unilaterale al cavo","23","Pushdown corda","none","link in alternatives; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Triceps_Pushdown/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Triceps_Pushdown/1.jpg","false","false","primary ok; equipment ok; category ok; movement ok; score=0.6857"
"126","Crunch","346","Crunches","medium","muscolo principale compatibile; attrezzatura compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Crunches/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Crunches/1.jpg","false","false","primary ok; equipment ok; category no; movement no; score=0.64"
"127","Crunch machine","164","Ab Crunch Machine","medium","slug simile; nome simile; muscolo principale compatibile; attrezzatura compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Ab_Crunch_Machine/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Ab_Crunch_Machine/1.jpg","true","true","primary ok; equipment ok; category no; movement no; score=0.7733; medium approvato manualmente"
"129","Hanging knee raise","470","Hanging Leg Raise","medium","slug simile; nome simile; muscolo principale compatibile; attrezzatura compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hanging_Leg_Raise/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hanging_Leg_Raise/1.jpg","false","false","primary ok; equipment ok; category no; movement no; score=0.72"
"132","Ab wheel","26","Dead bug","none","link in alternatives; muscolo principale compatibile; categoria compatibile; movimento compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dead_Bug/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dead_Bug/1.jpg","false","false","primary ok; equipment no; category ok; movement ok; score=0.48"
"133","Hollow hold","26","Dead bug","none","link in alternatives; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dead_Bug/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Dead_Bug/1.jpg","false","false","primary ok; equipment ok; category ok; movement ok; score=0.64"
"134","Suitcase carry","29","Farmer carry","none","link in alternatives; attrezzatura compatibile; categoria compatibile; movimento compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Farmers_Walk/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Farmers_Walk/1.jpg","false","false","primary no; equipment ok; category ok; movement ok; score=0.56"
"135","Plank con shoulder tap","24","Plank","none","link in alternatives; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Plank/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Plank/1.jpg","false","false","primary ok; equipment ok; category ok; movement no; score=0.6267"
"136","Bear crawl","865","Spider Crawl","none","muscolo principale compatibile; attrezzatura compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Spider_Crawl/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Spider_Crawl/1.jpg","false","false","primary ok; equipment ok; category no; movement no; score=0.4267"
"137","Camminata treadmill","983","Walking, Treadmill","medium","muscolo principale compatibile; categoria compatibile; movimento compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Walking_Treadmill/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Walking_Treadmill/1.jpg","false","false","primary ok; equipment no; category ok; movement ok; score=0.68"
"138","Vogatore","304","Catch and Overhead Throw","none","muscolo principale compatibile; categoria compatibile; movimento compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Catch_and_Overhead_Throw/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Catch_and_Overhead_Throw/1.jpg","false","false","primary ok; equipment no; category ok; movement ok; score=0.36"
"139","Stair climber","879","Stairmaster","none","attrezzatura compatibile; categoria compatibile; movimento compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Stairmaster/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Stairmaster/1.jpg","false","false","primary no; equipment ok; category ok; movement ok; score=0.68"
"140","Salto corda","232","Bench Jump","none","categoria compatibile; movimento compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bench_Jump/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bench_Jump/1.jpg","false","false","primary no; equipment no; category ok; movement ok; score=0.264"
"142","Battle rope","228","Battling Ropes","low","muscolo principale compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Battling_Ropes/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Battling_Ropes/1.jpg","false","false","primary ok; equipment no; category no; movement no; score=0.16"
"143","Assault bike","724","Recumbent Bike","none","muscolo principale compatibile; categoria compatibile; movimento compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Recumbent_Bike/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Recumbent_Bike/1.jpg","false","false","primary ok; equipment no; category ok; movement ok; score=0.4667"
"144","Marching jack","232","Bench Jump","none","attrezzatura compatibile; categoria compatibile; movimento compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bench_Jump/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bench_Jump/1.jpg","false","false","primary no; equipment ok; category ok; movement ok; score=0.36"
"145","Camminata veloce outdoor","232","Bench Jump","none","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile","metadata","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bench_Jump/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Bench_Jump/1.jpg","false","false","primary ok; equipment ok; category ok; movement ok; score=0.52"
"146","Mobilità caviglie","163","90/90 Hamstring","none","attrezzatura compatibile; categoria compatibile; movimento compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/90_90_Hamstring/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/90_90_Hamstring/1.jpg","false","false","primary no; equipment ok; category ok; movement ok; score=0.36"
"147","Cat cow","163","90/90 Hamstring","none","attrezzatura compatibile; categoria compatibile; movimento compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/90_90_Hamstring/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/90_90_Hamstring/1.jpg","false","false","primary no; equipment ok; category ok; movement ok; score=0.36"
"148","Thoracic rotation","158","World's greatest stretch","none","link in alternatives; attrezzatura compatibile; categoria compatibile; movimento compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Worlds_Greatest_Stretch/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Worlds_Greatest_Stretch/1.jpg","false","false","primary no; equipment ok; category ok; movement ok; score=0.48"
"150","Scapular push-up","78","Scapular pull-up","medium","slug simile; nome simile; muscolo principale compatibile; attrezzatura compatibile; categoria compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Scapular_Pull-Up/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Scapular_Pull-Up/1.jpg","false","false","primary ok; equipment ok; category ok; movement no; score=0.8"
"151","Wall slides","186","Arm Circles","none","muscolo principale compatibile; movimento compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Arm_Circles/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Arm_Circles/1.jpg","false","false","primary ok; equipment no; category no; movement ok; score=0.28"
"152","Hip flexor stretch","158","World's greatest stretch","none","link in alternatives; attrezzatura compatibile; categoria compatibile; movimento compatibile","alias","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Worlds_Greatest_Stretch/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Worlds_Greatest_Stretch/1.jpg","false","false","primary no; equipment ok; category ok; movement ok; score=0.544"
"154","Couch stretch","717","Quad Stretch","low","muscolo principale compatibile; categoria compatibile; movimento compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Quad_Stretch/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Quad_Stretch/1.jpg","false","false","primary ok; equipment no; category ok; movement ok; score=0.4667"
"155","Squat hold mobility","158","World's greatest stretch","none","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile","metadata","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Worlds_Greatest_Stretch/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Worlds_Greatest_Stretch/1.jpg","false","false","primary ok; equipment ok; category ok; movement ok; score=0.52"
"156","90/90 hip switch","158","World's greatest stretch","none","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile","metadata","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Worlds_Greatest_Stretch/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Worlds_Greatest_Stretch/1.jpg","false","false","primary ok; equipment ok; category ok; movement ok; score=0.52"
"157","Ankle rocker","163","90/90 Hamstring","none","attrezzatura compatibile; categoria compatibile; movimento compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/90_90_Hamstring/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/90_90_Hamstring/1.jpg","false","false","primary no; equipment ok; category ok; movement ok; score=0.36"
"159","Clamshell","476","Hip Extension with Bands","none","muscolo principale compatibile; attrezzatura compatibile","fuzzy","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hip_Extension_with_Bands/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Hip_Extension_with_Bands/1.jpg","false","false","primary ok; equipment ok; category no; movement no; score=0.32"
"160","Quad stretch in piedi","899","Standing Elevated Quad Stretch","medium","muscolo principale compatibile; categoria compatibile; movimento compatibile","normalized","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Standing_Elevated_Quad_Stretch/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Standing_Elevated_Quad_Stretch/1.jpg","false","false","primary ok; equipment no; category ok; movement ok; score=0.552"
"161","Cossack squat bodyweight","460","Groiners","none","muscolo principale compatibile; attrezzatura compatibile; categoria compatibile; movimento compatibile","metadata","https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Groiners/0.jpg | https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Groiners/1.jpg","false","false","primary ok; equipment ok; category ok; movement ok; score=0.52"
